relation_id,source_type,source_id,relation_type,target_type,target_id
2432,disease,562,supports,disease,750
2433,disease,612,related_to,disease,717
2434,acupoint,664,related_to,disease,86
2435,symptom,55,related_to,acupoint,94
2436,acupoint,585,treats,acupoint,693
2437,disease,53,treats,disease,569
2438,symptom,371,treats,symptom,181
2439,acupoint,382,treats,acupoint,357
2440,symptom,296,supports,disease,168
2441,symptom,781,supports,acupoint,721
2442,symptom,633,treats,acupoint,84
2443,acupoint,691,treats,symptom,482
2444,disease,640,supports,disease,276
2445,symptom,472,supports,symptom,670
2446,symptom,342,supports,acupoint,614
2447,disease,330,supports,symptom,463
2448,symptom,317,related_to,acupoint,355
2449,acupoint,393,supports,symptom,697
2450,symptom,782,supports,disease,686
2451,symptom,170,treats,disease,86
2452,disease,292,treats,disease,798
2453,symptom,217,related_to,disease,41
2454,symptom,376,treats,acupoint,245
2455,disease,800,supports,acupoint,455
2456,disease,770,related_to,symptom,588
2457,symptom,623,related_to,disease,547
2458,acupoint,762,supports,disease,786
2459,acupoint,543,related_to,disease,509
2460,acupoint,469,related_to,symptom,674
2461,acupoint,372,supports,disease,631
2462,symptom,401,supports,symptom,81
2463,disease,280,supports,symptom,36
2464,symptom,60,treats,disease,516
2465,disease,176,related_to,symptom,47
2466,symptom,365,related_to,disease,272
2467,disease,28,supports,symptom,592
2468,symptom,448,treats,acupoint,265
2469,disease,784,treats,disease,149
2470,disease,755,supports,acupoint,100
2471,acupoint,93,supports,acupoint,718
2472,symptom,381,supports,acupoint,548
2473,disease,421,supports,disease,524
2474,symptom,568,supports,symptom,330
2475,symptom,228,treats,acupoint,249
2476,disease,591,related_to,acupoint,513
2477,symptom,215,treats,symptom,465
2478,symptom,712,treats,symptom,282
2479,symptom,545,treats,acupoint,160
2480,acupoint,673,related_to,disease,159
2481,disease,631,related_to,symptom,138
2482,acupoint,343,related_to,disease,560
2483,acupoint,589,supports,disease,562
2484,acupoint,736,supports,acupoint,66
2485,disease,482,supports,disease,624
2486,symptom,553,related_to,disease,313
2487,disease,6,related_to,acupoint,598
2488,acupoint,467,treats,disease,739
2489,symptom,259,supports,disease,185
2490,acupoint,269,related_to,acupoint,470
2491,acupoint,512,related_to,symptom,49
2492,disease,353,treats,symptom,186
2493,disease,457,related_to,symptom,516
2494,symptom,665,supports,disease,604
2495,symptom,538,related_to,disease,339
2496,disease,286,related_to,symptom,265
2497,disease,777,related_to,acupoint,242
2498,disease,5,treats,symptom,140
2499,symptom,596,supports,acupoint,426
2500,acupoint,708,related_to,symptom,446
2501,acupoint,713,related_to,disease,680
2502,acupoint,716,supports,acupoint,258
2503,disease,256,supports,symptom,28
2504,acupoint,157,related_to,symptom,294
2505,disease,491,supports,acupoint,433
2506,symptom,686,related_to,disease,122
2507,acupoint,369,related_to,symptom,412
2508,acupoint,723,treats,symptom,246
2509,acupoint,477,treats,symptom,429
2510,disease,629,related_to,symptom,31
2511,disease,238,treats,disease,36
2512,acupoint,724,treats,disease,651
2513,disease,248,treats,acupoint,219
2514,disease,692,treats,symptom,733
2515,disease,70,supports,disease,651
2516,symptom,166,related_to,disease,468
2517,disease,429,treats,acupoint,108
2518,acupoint,641,treats,acupoint,557
2519,symptom,15,related_to,symptom,191
2520,symptom,500,supports,acupoint,405
2521,disease,80,related_to,symptom,306
2522,disease,638,supports,disease,526
2523,disease,386,treats,disease,444
2524,disease,726,related_to,acupoint,536
2525,acupoint,170,supports,symptom,697
2526,symptom,181,related_to,acupoint,78
2527,acupoint,679,supports,symptom,554
2528,disease,444,supports,acupoint,324
2529,symptom,280,related_to,symptom,732
2530,symptom,539,related_to,acupoint,550
2531,symptom,161,supports,symptom,294
2532,disease,37,related_to,acupoint,46
2533,acupoint,82,supports,acupoint,691
2534,acupoint,632,supports,symptom,472
2535,acupoint,752,treats,acupoint,764
2536,acupoint,18,treats,disease,391
2537,symptom,447,related_to,acupoint,454
2538,symptom,493,supports,disease,140
2539,disease,555,supports,symptom,797
2540,disease,191,related_to,acupoint,542
2541,disease,757,related_to,acupoint,740
2542,acupoint,154,treats,symptom,495
2543,disease,575,treats,disease,449
2544,acupoint,762,treats,disease,187
2545,symptom,550,treats,acupoint,273
2546,symptom,649,related_to,symptom,722
2547,disease,492,treats,disease,436
2548,acupoint,198,supports,acupoint,464
2549,disease,660,supports,acupoint,58
2550,disease,339,treats,disease,544
2551,disease,723,supports,disease,224
2552,acupoint,129,related_to,acupoint,764
2553,symptom,686,treats,acupoint,564
2554,disease,459,treats,disease,727
2555,acupoint,261,treats,symptom,157
2556,disease,351,related_to,disease,421
2557,symptom,619,supports,symptom,701
2558,acupoint,593,related_to,disease,665
2559,acupoint,301,treats,acupoint,426
2560,disease,572,supports,acupoint,369
2561,symptom,432,supports,disease,410
2562,symptom,472,treats,symptom,401
2563,disease,390,supports,acupoint,305
2564,disease,528,supports,disease,765
2565,symptom,442,related_to,symptom,234
2566,acupoint,192,supports,acupoint,639
2567,acupoint,707,treats,disease,558
2568,symptom,339,related_to,symptom,477
2569,symptom,449,treats,acupoint,676
2570,disease,166,treats,symptom,630
2571,disease,321,supports,symptom,694
2572,disease,164,related_to,disease,33
2573,disease,423,treats,symptom,569
2574,symptom,331,treats,acupoint,88
2575,acupoint,736,treats,acupoint,251
2576,symptom,524,treats,symptom,121
2577,acupoint,739,supports,disease,94
2578,disease,148,supports,acupoint,254
2579,disease,435,supports,symptom,55
2580,disease,562,treats,acupoint,554
2581,symptom,18,treats,disease,224
2582,acupoint,469,related_to,acupoint,334
2583,disease,470,treats,acupoint,652
2584,symptom,461,related_to,acupoint,524
2585,disease,73,related_to,disease,375
2586,symptom,442,supports,symptom,377
2587,disease,714,supports,symptom,303
2588,disease,507,related_to,symptom,352
2589,symptom,584,related_to,disease,27
2590,disease,332,supports,acupoint,705
2591,symptom,397,treats,symptom,728
2592,symptom,85,related_to,acupoint,308
2593,symptom,374,related_to,acupoint,573
2594,acupoint,640,related_to,acupoint,707
2595,disease,135,supports,symptom,376
2596,acupoint,64,related_to,symptom,793
2597,symptom,661,supports,acupoint,794
2598,acupoint,404,supports,disease,99
2599,acupoint,625,supports,symptom,190
2600,acupoint,307,related_to,disease,303
2601,symptom,303,related_to,acupoint,62
2602,acupoint,42,supports,acupoint,485
2603,symptom,395,supports,disease,475
2604,acupoint,27,supports,symptom,794
2605,symptom,145,related_to,acupoint,194
2606,symptom,372,supports,acupoint,177
2607,symptom,94,treats,symptom,292
2608,disease,10,supports,symptom,178
2609,symptom,206,related_to,acupoint,297
2610,symptom,23,supports,disease,93
2611,acupoint,734,treats,symptom,40
2612,disease,736,supports,acupoint,363
2613,disease,586,related_to,symptom,582
2614,acupoint,725,treats,disease,490
2615,symptom,259,treats,acupoint,672
2616,acupoint,158,related_to,disease,417
2617,acupoint,89,supports,symptom,90
2618,acupoint,209,related_to,symptom,748
2619,acupoint,269,supports,symptom,376
2620,disease,71,treats,acupoint,616
2621,symptom,639,related_to,symptom,181
2622,disease,438,supports,disease,90
2623,acupoint,506,treats,disease,132
2624,acupoint,787,treats,acupoint,27
2625,acupoint,635,treats,symptom,725
2626,acupoint,515,treats,acupoint,41
2627,acupoint,297,supports,disease,574
2628,acupoint,167,supports,symptom,617
2629,acupoint,570,supports,symptom,541
2630,symptom,72,supports,disease,694
2631,disease,310,related_to,acupoint,193
2632,acupoint,587,treats,symptom,590
2633,symptom,37,supports,acupoint,72
2634,symptom,223,treats,disease,402
2635,symptom,745,supports,acupoint,97
2636,disease,156,treats,disease,642
2637,disease,501,treats,disease,729
2638,symptom,71,related_to,acupoint,12
2639,symptom,223,supports,symptom,577
2640,acupoint,634,treats,symptom,782
2641,disease,298,treats,disease,31
2642,acupoint,245,supports,acupoint,163
2643,acupoint,782,treats,disease,270
2644,symptom,377,related_to,acupoint,505
2645,acupoint,263,supports,disease,789
2646,disease,354,treats,symptom,508
2647,disease,356,supports,acupoint,367
2648,symptom,669,related_to,acupoint,232
2649,acupoint,387,supports,acupoint,121
2650,disease,27,treats,symptom,510
2651,symptom,516,supports,acupoint,96
2652,symptom,688,supports,acupoint,324
2653,symptom,774,related_to,acupoint,193
2654,symptom,627,related_to,acupoint,62
2655,disease,409,related_to,acupoint,14
2656,disease,609,supports,disease,413
2657,symptom,407,related_to,symptom,620
2658,acupoint,733,treats,acupoint,224
2659,symptom,473,treats,acupoint,505
2660,acupoint,761,supports,disease,536
2661,acupoint,28,supports,disease,68
2662,disease,672,treats,symptom,431
2663,acupoint,256,treats,acupoint,306
2664,acupoint,32,related_to,disease,548
2665,disease,301,related_to,symptom,555
2666,symptom,539,supports,acupoint,639
2667,symptom,176,treats,disease,344
2668,symptom,750,treats,symptom,505
2669,acupoint,146,supports,disease,555
2670,symptom,145,supports,disease,564
2671,disease,761,related_to,disease,324
2672,acupoint,217,supports,acupoint,590
2673,disease,25,treats,disease,532
2674,acupoint,797,treats,disease,508
2675,symptom,575,treats,symptom,728
2676,disease,201,related_to,symptom,651
2677,acupoint,149,treats,symptom,18
2678,acupoint,265,supports,acupoint,422
2679,disease,450,related_to,symptom,319
2680,disease,432,related_to,symptom,442
2681,symptom,492,supports,disease,101
2682,disease,237,related_to,acupoint,134
2683,acupoint,410,treats,acupoint,469
2684,disease,354,treats,symptom,453
2685,disease,410,treats,acupoint,267
2686,disease,526,related_to,acupoint,526
2687,acupoint,114,supports,disease,260
2688,acupoint,379,related_to,acupoint,558
2689,acupoint,724,related_to,symptom,220
2690,symptom,389,treats,acupoint,425
2691,symptom,391,treats,acupoint,315
2692,disease,32,treats,disease,78
2693,acupoint,529,supports,acupoint,410
2694,symptom,767,treats,disease,350
2695,disease,727,supports,disease,389
2696,disease,265,treats,symptom,408
2697,symptom,253,related_to,symptom,772
2698,disease,798,treats,disease,463
2699,acupoint,274,treats,acupoint,298
2700,symptom,280,supports,symptom,323
2701,disease,347,supports,disease,691
2702,disease,435,treats,acupoint,237
2703,acupoint,89,treats,symptom,424
2704,symptom,141,treats,disease,795
2705,acupoint,226,supports,disease,602
2706,disease,274,supports,acupoint,708
2707,acupoint,668,supports,disease,762
2708,acupoint,400,supports,acupoint,548
2709,disease,674,treats,symptom,333
2710,symptom,647,related_to,acupoint,600
2711,acupoint,265,treats,symptom,620
2712,symptom,88,related_to,symptom,370
2713,acupoint,557,treats,acupoint,194
2714,disease,710,related_to,acupoint,247
2715,disease,541,supports,disease,576
2716,disease,194,supports,disease,475
2717,acupoint,16,supports,disease,177
2718,disease,585,related_to,symptom,677
2719,symptom,344,supports,acupoint,313
2720,acupoint,609,related_to,disease,292
2721,symptom,767,related_to,disease,590
2722,disease,301,treats,acupoint,760
2723,symptom,488,supports,symptom,363
2724,disease,134,related_to,disease,173
2725,symptom,8,treats,acupoint,425
2726,symptom,736,treats,symptom,458
2727,acupoint,278,related_to,disease,594
2728,symptom,292,supports,disease,600
2729,acupoint,240,related_to,symptom,121
2730,disease,729,treats,symptom,234
2731,acupoint,433,related_to,symptom,527
2732,symptom,499,supports,acupoint,704
2733,symptom,48,treats,acupoint,456
2734,acupoint,477,supports,acupoint,129
2735,symptom,730,supports,disease,652
2736,symptom,346,related_to,disease,77
2737,symptom,757,treats,acupoint,278
2738,symptom,309,supports,disease,93
2739,symptom,296,treats,symptom,723
2740,symptom,252,related_to,symptom,360
2741,acupoint,555,treats,symptom,219
2742,disease,174,supports,symptom,484
2743,symptom,368,related_to,symptom,504
2744,symptom,569,treats,symptom,214
2745,acupoint,142,related_to,disease,388
2746,disease,653,related_to,symptom,484
2747,acupoint,85,related_to,symptom,574
2748,acupoint,747,supports,acupoint,538
2749,disease,39,supports,symptom,609
2750,disease,75,supports,acupoint,500
2751,symptom,591,treats,acupoint,427
2752,acupoint,78,related_to,disease,264
2753,disease,391,supports,symptom,84
2754,acupoint,597,supports,acupoint,62
2755,symptom,469,related_to,disease,177
2756,symptom,786,related_to,disease,218
2757,symptom,789,supports,symptom,560
2758,symptom,784,related_to,symptom,190
2759,acupoint,509,supports,symptom,495
2760,disease,573,supports,symptom,508
2761,disease,5,treats,disease,574
2762,symptom,124,supports,acupoint,349
2763,acupoint,177,related_to,acupoint,161
2764,acupoint,769,supports,symptom,790
2765,symptom,32,supports,acupoint,774
2766,acupoint,416,related_to,symptom,600
2767,acupoint,630,related_to,symptom,416
2768,disease,746,treats,acupoint,555
2769,disease,370,supports,acupoint,563
2770,acupoint,585,supports,disease,471
2771,acupoint,420,related_to,disease,777
2772,symptom,543,treats,acupoint,787
2773,symptom,2,treats,acupoint,700
2774,symptom,484,treats,symptom,608
2775,acupoint,458,treats,acupoint,500
2776,symptom,796,treats,symptom,647
2777,symptom,770,supports,disease,731
2778,symptom,783,related_to,symptom,231
2779,acupoint,38,related_to,symptom,36
2780,symptom,528,treats,disease,517
2781,disease,609,treats,symptom,712
2782,symptom,446,related_to,symptom,312
2783,symptom,451,related_to,symptom,181
2784,symptom,420,related_to,acupoint,487
2785,disease,690,related_to,disease,405
2786,disease,453,treats,disease,483
2787,disease,370,supports,disease,92
2788,symptom,523,treats,symptom,106
2789,disease,601,related_to,disease,489
2790,symptom,359,treats,acupoint,199
2791,disease,342,treats,acupoint,63
2792,acupoint,448,treats,disease,627
2793,acupoint,60,treats,acupoint,762
2794,disease,680,related_to,disease,176
2795,disease,454,treats,acupoint,11
2796,symptom,733,treats,disease,772
2797,disease,795,treats,symptom,391
2798,acupoint,344,treats,disease,528
2799,disease,151,supports,acupoint,279
2800,disease,410,supports,disease,377
2801,acupoint,129,related_to,symptom,572
2802,acupoint,494,supports,symptom,608
2803,acupoint,64,supports,disease,215
2804,disease,741,related_to,symptom,214
2805,acupoint,140,related_to,disease,237
2806,acupoint,265,treats,acupoint,546
2807,disease,714,related_to,acupoint,792
2808,symptom,237,related_to,acupoint,225
2809,disease,691,treats,acupoint,346
2810,symptom,213,treats,acupoint,239
2811,acupoint,735,related_to,symptom,716
2812,symptom,55,treats,symptom,710
2813,symptom,320,treats,symptom,213
2814,disease,35,treats,symptom,457
2815,acupoint,274,treats,acupoint,239
2816,acupoint,700,treats,symptom,642
2817,symptom,527,treats,symptom,288
2818,disease,409,supports,acupoint,131
2819,disease,662,related_to,symptom,641
2820,acupoint,276,related_to,acupoint,451
2821,acupoint,607,supports,symptom,658
2822,symptom,381,supports,symptom,117
2823,disease,432,supports,symptom,395
2824,symptom,17,supports,symptom,396
2825,disease,379,supports,disease,315
2826,disease,746,supports,acupoint,99
2827,disease,502,supports,symptom,553
2828,acupoint,475,supports,symptom,162
2829,disease,297,treats,disease,212
2830,symptom,149,supports,disease,203
2831,symptom,617,related_to,symptom,543
2832,disease,632,treats,disease,744
2833,acupoint,539,supports,acupoint,651
2834,symptom,39,treats,symptom,468
2835,symptom,622,related_to,symptom,689
2836,symptom,223,supports,acupoint,83
2837,symptom,382,treats,acupoint,169
2838,acupoint,609,supports,disease,776
2839,symptom,691,related_to,disease,372
2840,acupoint,698,supports,symptom,31
2841,acupoint,340,treats,disease,447
2842,disease,755,supports,symptom,415
2843,symptom,688,treats,disease,662
2844,disease,229,related_to,disease,428
2845,disease,96,related_to,symptom,591
2846,symptom,545,related_to,acupoint,146
2847,symptom,598,related_to,symptom,631
2848,acupoint,749,treats,acupoint,541
2849,disease,190,related_to,acupoint,481
2850,disease,173,treats,acupoint,334
2851,disease,580,related_to,acupoint,694
2852,disease,303,treats,symptom,693
2853,disease,234,supports,symptom,264
2854,symptom,345,supports,disease,8
2855,acupoint,570,supports,disease,329
2856,symptom,293,related_to,disease,446
2857,symptom,669,related_to,acupoint,77
2858,disease,60,supports,disease,223
2859,acupoint,55,treats,symptom,94
2860,acupoint,679,treats,symptom,479
2861,acupoint,390,supports,disease,227
2862,symptom,761,treats,disease,754
2863,disease,673,related_to,acupoint,738
2864,symptom,191,treats,symptom,210
2865,disease,518,related_to,disease,578
2866,acupoint,613,treats,disease,684
2867,disease,6,treats,symptom,127
2868,acupoint,618,treats,disease,562
2869,symptom,442,related_to,symptom,745
2870,acupoint,766,related_to,acupoint,764
2871,acupoint,424,related_to,disease,774
2872,disease,793,supports,symptom,644
2873,symptom,203,supports,disease,527
2874,disease,629,related_to,symptom,287
2875,acupoint,496,related_to,acupoint,632
2876,symptom,24,supports,acupoint,508
2877,acupoint,425,related_to,symptom,673
2878,symptom,375,supports,symptom,111
2879,acupoint,293,related_to,disease,253
2880,symptom,279,related_to,disease,589
2881,disease,262,related_to,acupoint,706
2882,acupoint,553,related_to,symptom,59
2883,symptom,790,supports,disease,134
2884,symptom,587,treats,symptom,340
2885,disease,448,related_to,acupoint,567
2886,acupoint,454,supports,disease,758
2887,disease,454,treats,symptom,542
2888,symptom,515,treats,disease,281
2889,acupoint,271,related_to,acupoint,621
2890,disease,521,related_to,symptom,220
2891,symptom,42,related_to,acupoint,765
2892,disease,60,treats,acupoint,47
2893,symptom,585,supports,symptom,690
2894,disease,288,related_to,symptom,656
2895,acupoint,272,treats,disease,794
2896,acupoint,367,related_to,symptom,416
2897,symptom,338,treats,acupoint,192
2898,acupoint,703,related_to,disease,33
2899,acupoint,517,related_to,acupoint,6
2900,symptom,560,treats,acupoint,339
2901,disease,430,supports,disease,391
2902,disease,1,related_to,symptom,61
2903,acupoint,489,related_to,disease,452
2904,disease,471,related_to,symptom,597
2905,acupoint,673,supports,acupoint,437
2906,acupoint,191,treats,acupoint,347
2907,acupoint,773,treats,symptom,589
2908,symptom,415,supports,disease,360
2909,symptom,419,supports,symptom,729
2910,symptom,72,supports,symptom,655
2911,acupoint,44,related_to,acupoint,322
2912,symptom,617,treats,acupoint,222
2913,disease,135,supports,disease,732
2914,symptom,678,related_to,acupoint,103
2915,acupoint,528,related_to,disease,768
2916,acupoint,785,treats,acupoint,601
2917,disease,494,treats,symptom,12
2918,acupoint,32,treats,acupoint,302
2919,disease,477,treats,symptom,95
2920,disease,573,treats,disease,766
2921,symptom,93,supports,disease,623
2922,symptom,790,supports,acupoint,195
2923,disease,641,supports,disease,38
2924,disease,345,treats,symptom,98
2925,symptom,758,supports,acupoint,591
2926,disease,546,related_to,acupoint,514
2927,disease,677,related_to,acupoint,495
2928,acupoint,550,treats,symptom,319
2929,symptom,152,supports,acupoint,725
2930,acupoint,770,supports,symptom,375
2931,acupoint,503,supports,acupoint,615
2932,disease,86,treats,symptom,226
2933,acupoint,144,treats,acupoint,287
2934,symptom,362,treats,acupoint,44
2935,symptom,791,related_to,acupoint,682
2936,acupoint,219,related_to,symptom,75
2937,disease,508,related_to,symptom,570
2938,disease,395,treats,symptom,460
2939,disease,554,treats,disease,410
2940,acupoint,70,supports,acupoint,425
2941,symptom,135,supports,acupoint,666
2942,acupoint,61,related_to,symptom,380
2943,acupoint,440,related_to,disease,690
2944,acupoint,173,treats,acupoint,568
2945,disease,50,supports,acupoint,556
2946,acupoint,125,supports,symptom,135
2947,symptom,728,supports,acupoint,696
2948,symptom,624,treats,acupoint,61
2949,acupoint,333,related_to,symptom,764
2950,symptom,788,related_to,symptom,738
2951,acupoint,61,related_to,acupoint,227
2952,acupoint,292,supports,disease,615
2953,disease,569,supports,symptom,518
2954,symptom,620,treats,acupoint,597
2955,symptom,397,supports,acupoint,585
2956,disease,561,treats,disease,368
2957,acupoint,353,treats,acupoint,67
2958,acupoint,773,treats,acupoint,433
2959,acupoint,532,treats,disease,281
2960,acupoint,706,supports,acupoint,260
2961,disease,766,related_to,acupoint,555
2962,symptom,78,supports,symptom,512
2963,acupoint,263,treats,symptom,242
2964,disease,436,supports,disease,270
2965,disease,580,related_to,acupoint,414
2966,acupoint,605,supports,symptom,341
2967,symptom,36,related_to,acupoint,709
2968,disease,269,related_to,disease,443
2969,symptom,571,treats,symptom,634
2970,symptom,560,related_to,symptom,670
2971,acupoint,499,related_to,acupoint,623
2972,disease,81,related_to,acupoint,682
2973,symptom,674,treats,disease,636
2974,disease,466,supports,disease,442
2975,acupoint,324,treats,symptom,780
2976,symptom,547,related_to,disease,416
2977,disease,620,treats,symptom,354
2978,acupoint,46,treats,disease,293
2979,disease,143,supports,symptom,411
2980,acupoint,481,related_to,symptom,730
2981,disease,532,related_to,symptom,15
2982,acupoint,703,related_to,acupoint,624
2983,disease,398,treats,acupoint,777
2984,disease,397,treats,symptom,554
2985,disease,446,treats,acupoint,316
2986,symptom,535,treats,disease,410
2987,symptom,609,supports,symptom,423
2988,disease,667,treats,acupoint,406
2989,disease,388,treats,disease,764
2990,disease,701,related_to,acupoint,162
2991,acupoint,373,related_to,acupoint,212
2992,acupoint,735,treats,disease,152
2993,disease,184,treats,disease,156
2994,disease,761,related_to,acupoint,1
2995,symptom,329,supports,symptom,635
2996,disease,615,related_to,acupoint,464
2997,acupoint,111,related_to,acupoint,348
2998,acupoint,9,supports,disease,750
2999,acupoint,339,treats,acupoint,193
3000,symptom,122,supports,disease,381
3001,disease,18,related_to,symptom,639
3002,acupoint,296,supports,acupoint,249
3003,acupoint,130,supports,symptom,729
3004,acupoint,7,supports,acupoint,151
3005,symptom,278,related_to,symptom,232
3006,symptom,112,related_to,symptom,657
3007,acupoint,288,treats,symptom,498
3008,symptom,228,related_to,symptom,202
3009,symptom,651,related_to,disease,606
3010,symptom,155,supports,disease,47
3011,acupoint,99,treats,disease,544
3012,acupoint,234,treats,acupoint,504
3013,symptom,580,supports,symptom,530
3014,acupoint,515,treats,symptom,16
3015,acupoint,698,supports,disease,155
3016,disease,167,related_to,disease,475
3017,symptom,791,supports,disease,223
3018,symptom,341,related_to,symptom,485
3019,disease,290,related_to,acupoint,428
3020,acupoint,786,supports,disease,515
3021,symptom,546,treats,acupoint,767
3022,disease,642,treats,disease,319
3023,disease,766,treats,acupoint,655
3024,disease,208,related_to,acupoint,70
3025,disease,540,supports,symptom,776
3026,acupoint,567,treats,disease,48
3027,acupoint,258,related_to,disease,236
3028,symptom,754,supports,acupoint,524
3029,disease,163,treats,disease,452
3030,disease,485,related_to,disease,388
3031,symptom,46,supports,acupoint,554
3032,symptom,508,related_to,disease,724
3033,symptom,513,related_to,acupoint,741
3034,symptom,133,treats,symptom,484
3035,disease,213,treats,symptom,221
3036,symptom,400,supports,disease,619
3037,acupoint,106,related_to,symptom,140
3038,disease,132,treats,symptom,671
3039,acupoint,493,related_to,symptom,85
3040,disease,270,treats,acupoint,651
3041,acupoint,16,related_to,acupoint,285
3042,disease,365,treats,symptom,612
3043,disease,314,related_to,symptom,473
3044,disease,278,treats,acupoint,71
3045,symptom,628,related_to,acupoint,126
3046,symptom,372,treats,acupoint,249
3047,disease,595,related_to,acupoint,638
3048,disease,631,related_to,acupoint,95
3049,acupoint,769,treats,symptom,211
3050,symptom,310,treats,disease,309
3051,symptom,615,related_to,disease,757
3052,symptom,556,supports,disease,565
3053,symptom,424,supports,acupoint,752
3054,symptom,537,supports,acupoint,488
3055,symptom,414,treats,symptom,134
3056,acupoint,376,supports,symptom,158
3057,disease,622,related_to,acupoint,468
3058,disease,225,supports,acupoint,503
3059,disease,598,treats,acupoint,220
3060,acupoint,165,treats,acupoint,235
3061,symptom,330,related_to,symptom,42
3062,disease,15,related_to,disease,212
3063,symptom,121,related_to,symptom,756
3064,symptom,224,related_to,symptom,475
3065,disease,471,related_to,symptom,509
3066,disease,7,related_to,acupoint,227
3067,disease,395,related_to,disease,412
3068,acupoint,4,supports,disease,387
3069,symptom,143,treats,symptom,159
3070,acupoint,186,supports,symptom,552
3071,acupoint,124,supports,acupoint,516
3072,disease,551,treats,disease,569
3073,disease,781,related_to,acupoint,437
3074,disease,726,treats,symptom,211
3075,acupoint,12,related_to,symptom,798
3076,disease,660,supports,disease,584
3077,acupoint,679,treats,disease,411
3078,symptom,407,treats,disease,557
3079,disease,238,treats,acupoint,208
3080,disease,670,related_to,acupoint,349
3081,symptom,745,related_to,symptom,576
3082,acupoint,116,supports,symptom,317
3083,disease,360,treats,acupoint,268
3084,acupoint,122,treats,disease,768
3085,acupoint,479,supports,symptom,91
3086,disease,776,supports,acupoint,315
3087,symptom,728,supports,acupoint,386
3088,disease,641,supports,acupoint,86
3089,symptom,421,supports,disease,594
3090,disease,371,supports,symptom,641
3091,symptom,382,supports,disease,171
3092,acupoint,638,treats,disease,588
3093,acupoint,107,treats,disease,199
3094,symptom,404,related_to,symptom,509
3095,acupoint,501,related_to,disease,438
3096,symptom,505,related_to,disease,375
3097,symptom,215,related_to,symptom,436
3098,acupoint,214,related_to,acupoint,498
3099,disease,610,treats,symptom,355
3100,acupoint,794,supports,acupoint,561
3101,symptom,558,related_to,acupoint,443
3102,disease,134,treats,acupoint,623
3103,symptom,14,supports,disease,416
3104,acupoint,373,treats,acupoint,97
3105,acupoint,84,treats,symptom,109
3106,disease,316,supports,acupoint,316
3107,disease,188,supports,acupoint,423
3108,disease,512,supports,acupoint,777
3109,acupoint,268,supports,symptom,14
3110,acupoint,3,supports,symptom,404
3111,acupoint,394,related_to,disease,721
3112,symptom,19,related_to,symptom,675
3113,symptom,585,treats,disease,493
3114,acupoint,544,supports,acupoint,391
3115,disease,628,supports,disease,473
3116,symptom,237,related_to,disease,186
3117,acupoint,599,supports,disease,122
3118,acupoint,186,treats,disease,186
3119,disease,313,treats,symptom,178
3120,acupoint,373,supports,disease,582
3121,symptom,450,treats,disease,372
3122,symptom,481,treats,symptom,771
3123,symptom,373,related_to,symptom,455
3124,symptom,201,treats,disease,479
3125,acupoint,122,treats,symptom,344
3126,disease,695,supports,acupoint,478
3127,symptom,512,treats,symptom,188
3128,symptom,424,treats,symptom,435
3129,symptom,349,related_to,symptom,566
3130,symptom,549,supports,symptom,564
3131,disease,773,treats,acupoint,775
3132,symptom,352,supports,symptom,486
3133,acupoint,356,supports,disease,491
3134,symptom,301,treats,symptom,200
3135,disease,281,related_to,disease,53
3136,acupoint,392,treats,acupoint,502
3137,disease,505,supports,disease,784
3138,disease,609,related_to,disease,754
3139,disease,531,related_to,symptom,760
3140,disease,395,supports,disease,598
3141,symptom,272,related_to,symptom,81
3142,disease,363,supports,symptom,245
3143,disease,454,related_to,disease,664
3144,acupoint,735,supports,acupoint,260
3145,acupoint,794,related_to,acupoint,454
3146,disease,174,supports,symptom,6
3147,symptom,743,related_to,symptom,766
3148,symptom,626,related_to,disease,233
3149,symptom,639,related_to,disease,28
3150,acupoint,452,related_to,disease,568
3151,acupoint,792,related_to,symptom,8
3152,disease,236,supports,acupoint,204
3153,symptom,547,related_to,disease,595
3154,acupoint,192,supports,symptom,124
3155,acupoint,417,supports,disease,311
3156,symptom,538,treats,symptom,284
3157,acupoint,487,treats,disease,215
3158,acupoint,282,treats,disease,2
3159,symptom,396,treats,acupoint,724
3160,disease,31,related_to,acupoint,47
3161,symptom,145,related_to,disease,529
3162,acupoint,546,related_to,symptom,596
3163,disease,211,treats,disease,405
3164,disease,288,supports,disease,273
3165,symptom,404,related_to,symptom,39
3166,acupoint,224,treats,disease,202
3167,symptom,635,related_to,disease,115
3168,disease,609,treats,acupoint,726
3169,symptom,291,treats,acupoint,91
3170,acupoint,184,supports,disease,447
3171,acupoint,495,supports,acupoint,699
3172,symptom,336,treats,disease,307
3173,symptom,269,supports,disease,488
3174,symptom,650,related_to,acupoint,531
3175,acupoint,242,treats,disease,90
3176,disease,258,treats,disease,458
3177,symptom,381,related_to,symptom,485
3178,symptom,605,treats,disease,24
3179,disease,685,supports,symptom,188
3180,disease,33,treats,disease,30
3181,symptom,414,supports,disease,343
3182,disease,775,related_to,acupoint,493
3183,acupoint,652,supports,symptom,697
3184,acupoint,164,supports,acupoint,245
3185,symptom,409,treats,acupoint,584
3186,acupoint,131,treats,disease,473
3187,disease,373,supports,symptom,603
3188,symptom,305,supports,acupoint,717
3189,symptom,213,treats,disease,422
3190,symptom,457,treats,disease,711
3191,symptom,798,treats,disease,593
3192,acupoint,777,treats,symptom,772
